episode,train_dataset_path,episode_reward,training_tardiness_rate,mean_machine_utilization,epsilon,validation_mean_tardiness
0,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1.5_arr50_seed202.ini,-6.5552310207766835,0.7026683608640406,83.51753258674499,0.21462770857094118,
1,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1_arr50_seed101.ini,-3.7950701680132806,0.7706766917293233,85.42223416451034,0.00998645168764533,
2,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr100_seed101.ini,-7.358185756312665,0.6904176904176904,66.8251721860553,0.00998645168764533,
3,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1.5_arr50_seed101.ini,-2.612656784766755,0.7343358395989975,78.14955640050697,0.00998645168764533,
4,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1_arr200_seed202.ini,-2.540377111950234,0.1953727506426735,36.08624598028362,0.00998645168764533,
5,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1.5_arr200_seed202.ini,-4.598615405242349,0.3062261753494282,36.876064680137326,0.00998645168764533,
6,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1_arr200_seed202.ini,0.15586860909244366,0.39898348157560354,36.445455496286996,0.00998645168764533,
7,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt0.5_arr50_seed101.ini,-0.6053900589675739,0.5120481927710844,79.82851018220794,0.00998645168764533,
8,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1_arr50_seed202.ini,-4.611684014828791,0.46786632390745503,85.44081922250749,0.00998645168764533,
9,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr200_seed101.ini,-3.779938248614027,0.6167076167076168,36.83556650752092,0.00998645168764533,
10,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr100_seed101.ini,-4.649775958546116,0.6535626535626535,67.23321691889794,0.00998645168764533,
11,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1.5_arr100_seed202.ini,-0.09147247261195844,0.07197943444730077,68.26128175957528,0.00998645168764533,
12,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt0.5_arr200_seed202.ini,-1.12699914986118,0.6683608640406608,35.712453205581305,0.00998645168764533,
13,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1_arr200_seed101.ini,0.026707781978308226,0.22604422604422605,38.844009677080045,0.00998645168764533,
14,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt0.5_arr100_seed202.ini,0.28764430014430026,0.46710526315789475,27.218696484335652,0.00998645168764533,
15,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt0.5_arr50_seed202.ini,-1.4587695958141362,0.506578947368421,46.05682605682606,0.00998645168764533,
16,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt0.5_arr50_seed101.ini,-3.4790818305416726,0.8634085213032582,86.82008916863363,0.00998645168764533,
17,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1.5_arr100_seed101.ini,1.8086692416324914,0.10565110565110565,70.84761904761903,0.00998645168764533,
18,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr200_seed202.ini,-2.296217472773393,0.596401028277635,37.09501312335958,0.00998645168764533,
19,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1.5_arr50_seed202.ini,0.0,0.0,45.93593073593073,0.00998645168764533,
20,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1_arr50_seed101.ini,-4.378873672503938,0.5675675675675675,83.74776065926191,0.00998645168764533,
21,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1.5_arr50_seed101.ini,0.0,0.0,77.73291925465837,0.00998645168764533,
22,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1.5_arr50_seed101.ini,0.0,0.0,72.32456140350877,0.00998645168764533,
23,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr100_seed101.ini,-4.933966112471327,0.687960687960688,67.24217952288126,0.00998645168764533,
24,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1_arr200_seed101.ini,2.008515012430675,0.018072289156626505,38.088291746641076,0.00998645168764533,
25,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt0.5_arr200_seed101.ini,-3.6347525820103375,0.7268170426065163,49.89349453080024,0.00998645168764533,
26,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1_arr200_seed202.ini,0.9082080200501254,0.02631578947368421,15.751847396459873,0.00998645168764533,
27,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1.5_arr200_seed202.ini,1.7156747652871651,0.05141388174807198,38.06431072906717,0.00998645168764533,
28,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1_arr50_seed202.ini,2.8747145828028184,0.05263157894736842,44.37646272149783,0.00998645168764533,
29,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1.5_arr100_seed101.ini,-0.5407952668593434,0.14004914004914004,71.3738019169329,0.00998645168764533,
30,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt0.5_arr100_seed202.ini,-0.9870216771532562,0.48026315789473684,27.98927060765501,0.00998645168764533,
31,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1.5_arr100_seed202.ini,0.0,0.0,28.066422167889165,0.00998645168764533,
32,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1.5_arr50_seed101.ini,-4.375695226824413,0.7230576441102757,78.36029833620196,0.00998645168764533,
33,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1.5_arr100_seed202.ini,0.7100480955783199,0.07197943444730077,68.25958452047192,0.00998645168764533,
34,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1.5_arr50_seed202.ini,-5.217961532435121,0.627700127064803,82.7481674742204,0.00998645168764533,
35,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt0.5_arr100_seed202.ini,-7.187584987703767,0.7865311308767471,69.44694020165716,0.00998645168764533,
36,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1_arr100_seed202.ini,2.8160685805422654,0.046052631578947366,27.44824800565485,0.00998645168764533,
37,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1_arr200_seed202.ini,-3.512423580527889,0.20051413881748073,37.52275132275132,0.00998645168764533,
38,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1.5_arr50_seed101.ini,-1.7148708351279014,0.28992628992628994,84.32901630571908,0.00998645168764533,
39,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1_arr100_seed101.ini,1.987736660929432,0.030120481927710843,61.13790970933829,0.00998645168764533,
40,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt0.5_arr200_seed202.ini,0.26766229298737043,0.4605263157894737,16.050341096212655,0.00998645168764533,
41,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr200_seed101.ini,-2.651804710207592,0.5872235872235873,37.65745971960662,0.00998645168764533,
42,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1.5_arr50_seed101.ini,-3.2874853972477065,0.23587223587223588,80.93352531797457,0.00998645168764533,
43,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1.5_arr50_seed101.ini,0.0,0.0,80.25723472668811,0.00998645168764533,
44,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1_arr100_seed202.ini,-0.5512266086045288,0.5324015247776366,68.75629330541847,0.00998645168764533,
45,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt1.5_arr50_seed202.ini,-5.647821744015458,0.5705209656925032,80.98499180224492,0.00998645168764533,
46,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1_arr200_seed101.ini,1.5527994330262227,0.006024096385542169,37.45440729483283,0.00998645168764533,
47,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j100_m15_ddt0.5_arr50_seed202.ini,-2.2930228913815065,0.866581956797967,82.8391599675952,0.00998645168764533,
48,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr50_seed202.ini,-4.467390868649408,0.7352185089974294,84.58874458874459,0.00998645168764533,
49,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt0.5_arr100_seed101.ini,-7.575222135416765,0.6928746928746928,69.43360663462444,0.00998645168764533,0.3772913269806831
50,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j50_m15_ddt1_arr100_seed101.ini,3.084743878388754,0.3095823095823096,65.640882435074,0.00998645168764533,
51,/Users/c.ngwu.1/Documents/New project/djss-rl-cleanup/outputs/expanded-dense-multiseed-20260721/dense/train/datasets/j20_m15_ddt1_arr200_seed202.ini,3.1673976608187138,0.013157894736842105,15.525020038932782,0.00998645168764533,
