instance_id,dataset_path,checkpoint_label,checkpoint_path,tardiness_rate,makespan,mean_machine_utilization,decisions,dominant_action,dominant_fraction,status,error,count_MRT_DR_O,fraction_MRT_DR_O,count_LRT_DR_O,fraction_LRT_DR_O,count_SPT_DR_O,fraction_SPT_DR_O,count_EDD_DR_O,fraction_EDD_DR_O,count_MCR_DR_O,fraction_MCR_DR_O,count_CR_DR_O,fraction_CR_DR_O,count_ATC_DR_O,fraction_ATC_DR_O,count_LSPO_DR_O,fraction_LSPO_DR_O,count_SLK_DR_O,fraction_SLK_DR_O
j100_m15_ddt0.5_arr100_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr100_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.7230392156862745,6332,78.74001055473855,839,MRT_DR_O,1.0,ok,,839,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt0.5_arr100_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr100_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.7141104294478527,6294,77.91229742612012,840,MRT_DR_O,1.0,ok,,840,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt0.5_arr200_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr200_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.6662468513853904,11385,42.52495974235105,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt0.5_arr200_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr200_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.6825980392156863,10677,46.019168930098964,841,MRT_DR_O,1.0,ok,,841,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt0.5_arr200_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr200_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.6711656441717792,10193,47.896922724745735,839,MRT_DR_O,1.0,ok,,839,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt0.5_arr50_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr50_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.7367758186397985,5994,80.8240899914196,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt0.5_arr50_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr50_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.7426470588235294,5635,86.79798876072167,836,MRT_DR_O,1.0,ok,,836,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt0.5_arr50_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt0.5_arr50_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.7521472392638037,6294,78.64209299862303,841,MRT_DR_O,1.0,ok,,841,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr100_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr100_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.3954659949622166,6067,79.88901708697323,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr100_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr100_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.40441176470588236,6332,78.74001055473855,839,MRT_DR_O,1.0,ok,,839,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr100_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr100_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.4147239263803681,6294,77.91229742612012,840,MRT_DR_O,1.0,ok,,840,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr200_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr200_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.3123425692695214,11385,42.52495974235105,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr200_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr200_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.33455882352941174,10677,46.019168930098964,841,MRT_DR_O,1.0,ok,,841,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr200_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr200_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.3141104294478528,10193,47.896922724745735,839,MRT_DR_O,1.0,ok,,839,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr50_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr50_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.5617128463476071,5994,80.8240899914196,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr50_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr50_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.5490196078431373,5635,86.79798876072167,836,MRT_DR_O,1.0,ok,,836,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1.5_arr50_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1.5_arr50_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.5754601226993865,6294,78.64209299862303,841,MRT_DR_O,1.0,ok,,841,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr100_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr100_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.4987405541561713,6067,79.88901708697323,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr100_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr100_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.5257352941176471,6332,78.74001055473855,839,MRT_DR_O,1.0,ok,,839,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr100_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr100_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.5116564417177915,6294,77.91229742612012,840,MRT_DR_O,1.0,ok,,840,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr200_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr200_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.4080604534005038,11385,42.52495974235105,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr200_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr200_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.42769607843137253,10677,46.019168930098964,841,MRT_DR_O,1.0,ok,,841,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr200_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr200_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.4085889570552147,10193,47.896922724745735,839,MRT_DR_O,1.0,ok,,839,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr50_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr50_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.6259445843828715,5994,80.8240899914196,818,MRT_DR_O,1.0,ok,,818,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr50_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr50_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.6213235294117647,5635,86.79798876072167,836,MRT_DR_O,1.0,ok,,836,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j100_m15_ddt1_arr50_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j100_m15_ddt1_arr50_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.6466257668711657,6294,78.64209299862303,841,MRT_DR_O,1.0,ok,,841,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr100_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr100_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.51875,1504,64.08687943262412,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr100_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr100_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.46,1754,50.923603192702394,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr100_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr100_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.4605263157894737,1496,60.904634581105164,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr200_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr200_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.48125,1971,48.76035853204802,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr200_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr200_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.44666666666666666,2623,33.78574151734655,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr200_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr200_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.45394736842105265,2171,41.67971748810072,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr50_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr50_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.5125,1197,79.54330270119743,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr50_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr50_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.52,1225,74.11156462585032,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt0.5_arr50_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt0.5_arr50_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.48026315789473684,1234,74.32198811453269,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr100_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr100_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.00625,1504,64.08687943262412,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr100_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr100_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0,1754,50.923603192702394,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr100_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr100_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0,1496,60.904634581105164,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr200_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr200_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0,1971,48.76035853204802,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr200_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr200_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0,2623,33.78574151734655,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr200_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr200_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0,2171,41.67971748810072,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr50_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr50_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0,1197,79.54330270119743,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr50_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr50_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0,1225,74.11156462585032,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1.5_arr50_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1.5_arr50_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.006578947368421052,1234,74.32198811453269,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr100_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr100_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.0875,1504,64.08687943262412,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr100_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr100_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.04,1754,50.923603192702394,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr100_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr100_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.013157894736842105,1496,60.904634581105164,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr200_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr200_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.025,1971,48.76035853204802,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr200_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr200_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.02666666666666667,2623,33.78574151734655,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr200_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr200_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.006578947368421052,2171,41.67971748810072,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr50_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr50_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.1375,1197,79.54330270119743,160,MRT_DR_O,1.0,ok,,160,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr50_seed808,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr50_seed808.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.1,1225,74.11156462585032,150,MRT_DR_O,1.0,ok,,150,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j20_m15_ddt1_arr50_seed909,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j20_m15_ddt1_arr50_seed909.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.1118421052631579,1234,74.32198811453269,152,MRT_DR_O,1.0,ok,,152,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
j50_m15_ddt0.5_arr100_seed707,outputs/expanded-dense-multiseed-20260721/dense/test/datasets/j50_m15_ddt0.5_arr100_seed707.ini,33,"outputs/expanded-dense-multiseed-20260721/dense/agents/seed-33/Best_agent_hidden_layers_7neurons_per_layer_[207, 145, 78, 79, 205, 105, 217]_batch_size_32.pth",0.5932642487046632,3575,66.65361305361306,393,MRT_DR_O,1.0,ok,,393,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
