instance_id,dataset_path,seed,jobs,machines,work_centers,machines_per_work_center,ddt,arrival_rate,method,tardiness_rate,makespan,mean_machine_utilization,corrective_maintenance_actions,preventive_maintenance_actions,energy_consumption,status,error,split,training_seed
j20_m15_ddt1_arr50_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed505.ini,505,20,15,5,3,1.0,50,EDD_DR_O,0.060240963855421686,1582,62.026970080067436,0.0,0.0,7773.17,ok,,validation,
j20_m15_ddt1_arr50_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed505.ini,505,20,15,5,3,1.0,50,MCR_DR_O,0.07228915662650602,1463,68.82661198450673,0.0,0.0,7975.780000000001,ok,,validation,
j20_m15_ddt1_arr50_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed505.ini,505,20,15,5,3,1.0,50,CR_DR_O,0.06626506024096386,1552,63.94329896907216,0.0,0.0,7904.349999999999,ok,,validation,
j20_m15_ddt1_arr50_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed505.ini,505,20,15,5,3,1.0,50,ATC_DR_O,0.012048192771084338,1393,69.59559703278296,0.0,0.0,7591.85,ok,,validation,
j20_m15_ddt1_arr50_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed505.ini,505,20,15,5,3,1.0,50,LSPO_DR_O,0.060240963855421686,1458,68.58710562414265,0.0,0.0,7979.149999999999,ok,,validation,
j20_m15_ddt1_arr50_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed505.ini,505,20,15,5,3,1.0,50,SLK_DR_O,0.07228915662650602,1503,66.7686848525172,0.0,0.0,8004.65,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,MRT_DR_O,0.11904761904761904,1128,87.89598108747043,0.0,0.0,7234.249999999999,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,LRT_DR_O,0.10714285714285714,1302,76.61546338965692,0.0,0.0,7297.01,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,SPT_DR_O,0.07142857142857142,1151,82.43845931074428,0.0,0.0,6918.6900000000005,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,EDD_DR_O,0.07738095238095238,1287,75.17741517741516,0.0,0.0,7040.349999999998,ok,,validation,
